state,name,fips,age_over_18,age_over_18_moe,age_over_65,age_over_65_moe,age_over_85,age_over_85_moe,age_under_5,age_under_5_moe,asian,asian_moe,avg_family_size,avg_family_size_moe,bachelors,bachelors_moe,black,black_moe,hispanic,hispanic_moe,household_has_broadband,household_has_broadband_moe,household_has_computer,household_has_computer_moe,household_has_smartphone,household_has_smartphone_moe,households,households_moe,households_speak_asian_or_pac_isl,households_speak_asian_or_pac_isl_moe,households_speak_limited_english,households_speak_limited_english_moe,households_speak_other,households_speak_other_moe,households_speak_other_indo_euro_lang,households_speak_other_indo_euro_lang_moe,households_speak_spanish,households_speak_spanish_moe,housing_mobile_homes,housing_mobile_homes_moe,housing_one_unit_structures,housing_one_unit_structures_moe,housing_two_unit_structures,housing_two_unit_structures_moe,hs_grad,hs_grad_moe,mean_household_income,mean_household_income_moe,mean_work_travel,mean_work_travel_moe,median_age,median_age_moe,median_household_income,median_household_income_moe,median_individual_income,median_individual_income_moe,median_individual_income_age_25plus,median_individual_income_age_25plus_moe,native,native_moe,other_single_race,other_single_race_moe,pac_isl,pac_isl_moe,per_capita_income,per_capita_income_moe,persons_per_household,persons_per_household_moe,pop,pop_moe,poverty,poverty_moe,poverty_65_and_over,poverty_65_and_over_moe,poverty_under_18,poverty_under_18_moe,two_plus_races,two_plus_races_moe,unemployment_rate,unemployment_rate_moe,uninsured,uninsured_moe,uninsured_65_and_older,uninsured_65_and_older_moe,uninsured_under_19,uninsured_under_19_moe,uninsured_under_6,uninsured_under_6_moe,veterans,veterans_moe,white,white_moe,white_not_hispanic,white_not_hispanic_moe
Tennessee,White County,47185,77.7,0.3,20.1,0.3,2.2,0.5,6,0.3,0.2,0.1,3.21,0.12,12.3,1.7,2.1,0.3,2.6,NA,70,2.6,63.5,3,59.9,2.8,10048,347,0.4,0.4,0.1,0.1,0.3,0.4,0.7,0.5,0.7,0.5,20,2.9,17.6,2.3,80,2.9,83.2,2.4,55864,4165,24,1.4,43.2,0.5,41998,3003,22788,1151,31089,1345,0,0.1,0,0.1,0,0.1,22040,1639,2.63,0.09,26800,NA,NA,NA,NA,NA,NA,NA,1.7,0.4,6.2,1.9,11.4,2.4,0.6,0.6,8.4,5.1,9,6.4,9.2,1.1,95.9,0.2,93.5,0.1
Tennessee,Williamson County,47187,72.6,0.1,12.7,0.1,1.2,0.2,6,0.1,4.2,0.2,3.24,0.03,59.8,1,4.1,0.2,4.8,NA,93.4,0.7,92.4,0.7,90.3,0.7,77855,529,3.2,0.4,1.2,0.3,0.4,0.2,3.1,0.5,4.4,0.5,19.4,1.1,1.7,0.3,80.6,1.1,95.3,0.5,149836,3171,NA,NA,39.1,0.3,112962,2976,45817,1131,61870,1500,0.1,0.2,0.4,0.1,0,0.1,52702,1114,2.89,0.02,225389,NA,4.4,0.6,4.6,1.2,4.1,0.9,2.3,0.4,2.6,0.4,4.5,0.5,0.1,0.1,3.1,0.7,2.1,1.2,6.1,0.4,88.8,0.2,84.6,0.1
Tennessee,Wilson County,47189,76.2,NA,15.4,0.1,1.3,0.2,5.9,0.1,1.7,0.1,3.12,0.05,32.4,1.1,7.1,0.3,4.2,NA,85.3,1.3,82.9,1.2,83.8,1.2,49664,618,0.9,0.3,1.2,0.4,1,0.4,1.8,0.4,3,0.5,23.2,1.4,6.7,0.9,76.8,1.4,91.6,0.8,93387,2073,30.8,0.7,40.4,0.3,75991,1688,35388,812,44082,988,0.3,0.1,1.4,0.5,0,0.1,34575,717,2.72,0.03,136666,NA,7.7,1,5.9,1.3,10.6,2.3,1.7,0.3,3.5,0.6,6.3,0.8,0.2,0.2,3.7,1.3,2.8,1.5,8.7,0.7,87.8,0.5,85,0.2
Texas,Anderson County,48001,80.5,0.1,14.3,0.1,1.5,0.3,5.3,0.1,0.6,0.3,3.21,0.12,10.6,1.2,21,0.4,17.8,NA,67.9,3,63,2.8,73.9,2.5,16677,414,0.6,0.3,3.2,1.3,0.4,0.3,0.5,0.3,9.6,1.3,30.4,2.5,22.8,2.5,69.6,2.5,81.3,1.6,56912,3242,NA,NA,39.3,0.4,43455,2317,23143,1561,30986,1147,0.5,0.3,3.3,1.2,0,0.1,17280,1018,2.66,0.06,57810,NA,14.9,2.2,10.3,2.7,21.4,5.3,1.5,0.5,3.3,1.5,14.5,1.8,0.1,0.1,9.7,2.9,7.6,4.5,8.7,0.8,73,1.2,58.9,0.1
Texas,Andrews County,48003,68.5,1,10,0.5,1.2,0.5,8.6,0.1,0.4,0.5,3.73,0.18,12.2,2.9,0.7,0.6,56.3,NA,86.2,3.2,71.6,4.1,84.1,3.6,5573,191,0.5,1,10.2,3.8,0,0.8,1.2,1.3,48.6,4.5,25.9,4.6,19.7,3.7,74.1,4.6,72.3,3.4,92927,7241,NA,NA,30.8,0.8,76158,5655,33373,3992,46601,7313,0,0.2,6.1,2.5,0.2,0.3,30673,2006,3.22,0.11,18036,NA,NA,NA,NA,NA,NA,NA,3.4,1.6,3.9,1.8,19.8,3.9,0,2.4,20.8,8,13.7,8.3,5.5,1.5,89.3,3,40.2,0.1
Texas,Angelina County,48005,74.3,0.1,15.9,0.1,2,0.3,6.8,0.1,1.1,0.1,3.17,0.08,16.9,1.2,14.8,0.4,22.1,NA,82.3,1.7,71.1,2,78.1,1.6,31035,619,0.8,0.2,2.7,0.6,0.1,0.2,0.7,0.3,15.4,1.1,33.8,1.9,18.4,1.5,66.2,1.9,81.9,1.3,63164,2179,20.6,1.2,37.5,0.2,50453,2079,24657,892,31900,922,0.6,0.4,2.2,0.6,0,0.1,23147,936,2.72,0.05,87322,NA,17.7,1.7,9.8,1.8,24.7,3.7,1.6,0.5,6.2,0.9,18.8,1.3,0.6,0.5,12.9,2.8,9.9,3.6,8.8,0.7,79.8,0.7,60.5,0.1
Texas,Aransas County,48007,81.2,0.5,27.4,0.5,3.1,0.9,4.6,0.1,2,0.1,3.16,0.22,21.9,2.8,1.4,0.7,27.5,NA,81.8,3.6,77.5,3.6,78.1,3.6,9548,501,1.7,0.9,2.8,1.4,0,0.1,0.5,0.5,18.5,2.9,19.8,4.1,21.4,3.5,80.2,4.1,84.5,2.2,75855,8316,NA,NA,50.6,1.2,45137,4591,21631,1245,26381,1965,0.2,0.2,1.9,1.2,0,0.2,30863,3256,2.52,0.13,24462,NA,NA,NA,NA,NA,NA,NA,4,1.3,7.5,2.2,20,3.2,0,0.6,16.2,7.9,5.3,6.5,12.1,1.6,90.4,1.8,67.4,0.2
Texas,Archer County,48009,78.3,NA,19.5,0.4,2.3,0.7,5.2,0.3,0.2,0.3,3.04,0.13,23.9,2.6,1,0.7,8.3,NA,75.4,3.4,70.5,3.4,80,2.7,3452,114,0.3,0.4,2.1,1.1,0,1.2,0.1,0.1,6.1,2.2,16.3,2.2,9.1,2.3,83.7,2.2,90.3,1.7,83749,7024,NA,NA,44.5,0.4,63835,4018,32611,1877,40730,1741,1.1,0.6,0.5,0.4,0,0.5,34617,2800,2.5,0.08,8716,NA,NA,NA,NA,NA,NA,NA,1.9,0.9,2.6,1.1,12.9,2.2,0,2.5,7.2,3.3,9,6.4,8.8,1.8,95.4,0.6,88.3,0.5
Texas,Armstrong County,48011,76.9,2.1,21.5,2.9,1.7,1.6,6,0.8,0,2.1,3.08,0.24,22.8,4.7,0.3,0.4,7.6,2,81.6,4.8,78.4,5.2,79.1,5.9,694,56,0,5.9,1,1.6,0.4,0.6,0,5.9,8.2,2.4,12,5,13.4,5.1,88,5,86.9,4.7,83298,9241,NA,NA,46,2.8,72500,8790,31212,6023,46979,7249,1.1,1,2.1,1.8,0,2.1,31749,2858,2.76,0.19,1973,102,NA,NA,NA,NA,NA,NA,3.6,2.2,0.7,0.9,7.3,2.5,0,10.4,0,8.2,0,27.4,11.2,3,92.9,2.4,89.4,2.2
Texas,Atascosa County,48013,72.5,0.2,14.3,0.1,1.5,0.4,7.3,0.1,0.3,0.2,3.66,0.15,14.4,1.7,0.3,0.1,64.3,NA,80.2,2.5,63.4,2.8,83,2.4,15546,421,0,0.3,7.1,1.6,0,0.3,1.2,0.6,43.7,2.6,24.7,2.6,33.8,3.1,75.3,2.6,77.1,2.2,72059,4273,30.5,1.5,35.4,0.3,55366,3157,24278,1039,32470,3488,0.2,0.2,2,0.8,0,0.1,23890,1230,3.16,0.08,49528,NA,14.8,2.2,12.6,3.8,21.1,4.4,4.7,1.5,8.2,1.9,17.9,2,1.9,1.4,10.6,3,11.6,5.8,8.9,1,92.4,1.9,33.3,0.2
Texas,Austin County,48015,76,0.1,18.7,0.3,2.1,0.5,6,0.1,0.4,0.2,3.05,0.12,23.9,2.2,9,0.4,26.8,NA,74.3,2.8,69.8,2.9,78.3,2.5,11301,306,0.1,0.2,3,1,0.1,0.1,2.1,0.9,18.7,1.8,23.8,2.5,17.6,2.6,76.2,2.5,84,1.6,78664,4134,29.1,1.7,40.7,0.5,66206,6488,30570,1544,40950,1604,0.2,0.2,9.9,2.7,0,0.1,30219,1367,2.61,0.07,29764,NA,NA,NA,NA,NA,NA,NA,2.8,1,6.2,1.6,13.9,2.1,1,0.8,8.8,3.8,4.8,4,5.8,0.9,77.8,2.8,62.2,0.2
Texas,Bailey County,48017,71,1.6,13.9,2.1,1.2,0.8,6.5,1.4,0.8,0.7,3.84,0.53,17.2,4,0.6,0.6,62.1,3.3,70.5,5.8,67.3,7.6,78.8,6.1,2054,225,0.7,0.7,8.1,4.7,0,2,0,2,45.4,6.9,25.4,6.5,8.9,4.6,74.6,6.5,76.9,5.6,65794,9954,16.7,3.5,33.3,2.1,52273,6110,25217,4294,31384,5692,1.1,1.5,13.6,7.8,0,0.6,21945,3327,3.35,0.37,7100,NA,NA,NA,NA,NA,NA,NA,0,0.1,2.3,1.8,21.2,6.3,0,4.5,11.4,8.5,19.8,15.8,4.9,2.4,83.8,7.2,35.5,3.2
Texas,Bandera County,48019,82.9,0.3,26.4,0.4,2,0.6,4.3,0.2,0.3,0.2,3.07,0.15,22.8,2.7,0.7,0.6,18.8,NA,81.8,3.1,78.5,3.8,76.4,3.5,8399,340,0.7,0.9,1.3,0.8,0,0.5,1.6,0.6,9.4,2.2,15,2.8,31.4,4.1,85,2.8,89.3,2.5,73521,4602,NA,NA,52.2,0.6,58661,3845,24939,2277,30114,3608,1.2,0.9,1.3,0.8,0,0.2,29561,1852,2.59,0.1,22215,NA,NA,NA,NA,NA,NA,NA,6.6,2.6,4.2,2.6,17.3,2.7,0.1,0.2,13.4,5.4,11.2,8,14.5,1.8,90,2.3,77.8,0.1
Texas,Bastrop County,48021,74.5,NA,14.6,0.2,1.3,0.3,6.5,0.1,0.9,0.1,3.8,0.12,20.7,1.6,7.5,0.4,37.7,NA,80.4,2.1,74.1,2.5,79.5,1.8,25571,628,0.5,0.2,2.5,0.6,0.1,0.1,2.3,0.8,22.1,1.6,22.3,2.3,25.1,1.9,77.7,2.3,81.9,1.6,82676,4299,34,1.2,38.4,0.4,64597,4715,30057,1471,39129,2424,0.5,0.2,20.6,2.1,0,0.1,27773,1312,3.22,0.08,84522,NA,11.2,1.7,9.3,2.3,14.9,3.9,2.6,0.6,5.4,1.3,16.3,1.6,1.1,1.3,9.3,2.3,9,4.3,11.2,1,68,2.1,52.3,0.3
Texas,Baylor County,48023,79.1,2.7,24.2,2.1,2.7,2,4.3,2.5,0,1.2,2.93,0.27,22.8,6.1,3.4,3.1,8.5,3.4,74.7,5.6,71.3,6.1,68.8,6.1,1530,112,1.6,2.3,0.6,1,0,2.7,0.7,1.1,5.5,3.1,27.6,5.7,7.1,4.3,72.4,5.7,85.5,4.8,52436,6699,NA,NA,45.9,6.7,40739,5924,22319,3969,30825,6795,0.3,0.4,2.6,2,1.1,1.4,22987,2711,2.29,0.15,3577,NA,NA,NA,NA,NA,NA,NA,0.6,0.7,2.7,3.3,14.6,5.2,2.4,3.6,11.7,13.8,29.3,33.9,7.8,3.1,92,3.5,86.6,4.4
Texas,Bee County,48025,78.8,0.4,12,0.2,1.4,0.5,5.8,0.2,0.5,0.1,3.72,0.2,8.9,1.6,7.4,0.8,58.9,NA,62.9,3.7,61.3,4.2,76.5,3.7,8269,421,0.5,0.3,2.8,1.2,0.2,0.3,1.2,0.9,49.6,3.3,37.3,4.2,11.1,2.1,62.7,4.2,75.4,2,63623,5706,20.9,1.6,35.3,0.3,44578,5310,20371,1650,29634,4293,0.5,0.4,1.7,0.8,0,0.1,18340,1493,3,0.14,32611,NA,NA,NA,NA,NA,NA,NA,3.5,0.7,9,3,19.2,2.8,1.9,2.4,10.7,4.5,8.6,5.2,8.9,1.2,86.4,1.1,31.4,0.1
Texas,Bell County,48027,72.2,NA,10.6,0.1,1.1,0.1,8.5,NA,2.9,0.2,3.34,0.05,25.2,0.9,24.2,0.6,24.8,NA,85,0.8,81.1,0.7,82.2,0.8,122689,1242,3.6,0.3,3,0.4,0.8,0.2,3,0.4,16.8,0.7,45.7,1,6,0.5,54.3,1,91,0.5,71507,1422,NA,NA,31,0.1,54884,1072,29284,768,35946,802,0.6,0.2,2.8,0.4,0.7,0.1,26677,575,2.75,0.03,348574,NA,13.9,1,8.5,1.3,19.5,2,5.4,0.5,7.3,0.7,12.1,0.6,1,0.4,5.7,0.7,3.4,0.8,21.4,0.7,63.4,0.6,45.8,0.1
Texas,Bexar County,48029,74.3,NA,11.8,0.1,1.4,0.1,7.1,0.1,2.9,0.1,3.78,0.02,28,0.4,7.7,0.1,60.2,NA,81.3,0.4,74.4,0.4,83.4,0.3,636245,1930,2.3,0.1,6.8,0.2,0.6,0.1,2.2,0.1,42.5,0.3,41.5,0.5,2.6,0.1,58.5,0.5,84.2,0.3,78311,790,25.6,0.2,33.6,0.1,57157,491,27976,338,35909,375,0.7,0.1,5.9,0.2,0.1,0.1,27834,270,3.02,0.01,1952843,NA,15.7,0.4,11.5,0.5,22.3,0.9,3.4,0.2,4.9,0.2,15.2,0.3,1.7,0.3,8,0.4,6.1,0.6,10.2,0.2,79.4,0.3,27.7,0.1
Texas,Blanco County,48031,81.7,0.7,25,1.3,2.3,0.9,4.2,0.3,1.4,1.1,3.05,0.23,26.5,4,0,0.1,19.4,NA,85.3,3.7,79.8,3.8,82.3,3.6,4343,209,1.7,1.5,1.7,1.1,0,1,1,1,7.8,2.2,21.4,3.7,20.2,4.1,78.6,3.7,90.1,2.6,92547,12540,27.7,2.2,50.4,0.7,66390,5193,30193,2228,33125,3943,1.7,1.5,3.5,1.8,0.4,0.5,37998,4837,2.62,0.13,11478,NA,NA,NA,NA,NA,NA,NA,3.6,1.7,5.8,2.6,16.6,3.4,0.5,0.7,17.9,9.5,18.5,12.3,12.2,2.8,89.4,2.1,77,0.1
Texas,Borden County,48033,70.8,6.6,27.2,8.7,3.1,2.1,16.3,5.8,0,6.7,3.28,0.5,39.5,10.3,0,6.7,13.7,10.1,79.7,7.8,81.1,8.3,83.7,7.3,227,47,0,17,0,17,2.2,2.9,2.6,3.4,9.3,7.1,24.2,9.5,16.3,7.6,75.8,9.5,94.7,3.2,88236,11005,NA,NA,41.7,14.3,72188,20611,35926,6294,47981,6727,0,6.7,0,6.7,0,6.7,34028,4713,2.7,0.4,613,132,NA,NA,NA,NA,NA,NA,2.4,3.3,2,2.7,5.5,3.1,0,22.2,4.3,6.2,0,32.4,7.8,3.9,97.6,3.3,83.8,9.6
Texas,Bosque County,48035,78.7,0.1,24.6,0.3,3,0.6,5.4,0.2,0.5,0.1,2.88,0.11,19.8,2.1,1.6,0.3,18.3,NA,74.7,2.5,68.9,2.8,75.9,2.3,7211,256,0.7,0.4,2.4,1,0.2,0.2,1.2,0.7,13.7,1.6,22.6,2.2,16.8,2.1,77.4,2.2,86.5,1.8,67280,3310,NA,NA,46.6,0.4,52148,3029,26155,1256,33436,2860,0.6,0.4,0.7,0.4,0,0.2,26636,1297,2.49,0.08,18296,NA,NA,NA,NA,NA,NA,NA,1.8,0.5,3.5,1.6,17.3,2.1,0.6,0.4,12.9,3.2,11.4,5.2,8.3,1.1,94.7,0.6,77.8,0.1
Texas,Bowie County,48037,76.3,NA,16.4,0.2,2,0.3,6.4,0.1,1.1,0.2,3.19,0.08,20.6,1.3,24.5,0.5,7.6,NA,72.4,1.6,65.4,1.7,71.1,1.8,34076,629,1,0.3,0.8,0.4,0.2,0.1,0.4,0.2,3.2,0.6,36.5,1.7,12.7,1.1,63.5,1.7,88.8,1.1,71353,3470,18.9,1,38,0.3,50164,1775,27641,1169,38005,1597,0.9,0.1,1.5,0.3,0,0.1,27095,1341,2.57,0.05,93373,NA,16.6,1.9,9.9,1.9,22.2,4.2,2.8,0.6,5.6,1.1,13.8,1.2,0.3,0.2,6.8,1.8,7.6,3.2,10,0.7,69.2,0.5,63.8,0.1
Texas,Brazoria County,48039,73.5,NA,11.6,0.1,1.2,0.1,6.9,0.1,6.7,0.1,3.41,0.05,30,1.1,14,0.3,30.6,NA,87.1,1.1,80.5,1,86.1,0.9,121523,1201,4.6,0.4,4,0.6,0.8,0.3,2,0.4,21.8,0.8,27.9,1.2,10.6,0.7,72.1,1.2,87.9,0.6,100131,1963,NA,NA,35.8,0.1,81447,2049,40496,1007,52576,1041,0.7,0.2,4,0.6,0,0.1,34561,708,2.87,0.03,360677,NA,8.7,0.7,6.3,1.2,10.6,1.3,2.2,0.4,4.1,0.4,14,0.9,3.2,0.9,10.4,1.5,9.3,2.1,6.6,0.4,72.4,0.7,47.2,0.1
Texas,Brazos County,48041,79.4,0.1,8.9,0.1,1,0.1,6.1,0.1,6.1,0.2,3.18,0.05,41.7,1.1,10.7,0.3,25.6,NA,81.9,1,81.9,1,87.6,0.9,79412,1057,5,0.5,5.6,0.6,1.1,0.3,3,0.4,17.1,0.8,52.9,1.1,6.6,0.6,47.1,1.1,87.2,0.8,73324,1949,NA,NA,26.5,0.2,49181,1998,24118,846,38070,1192,0.4,0.2,3,0.5,0.1,0.1,27632,724,2.61,0.03,222981,NA,24.4,1.1,9.5,1.7,20.6,2.4,3,0.4,3.6,0.5,12.3,0.9,1.5,0.9,8.2,1.6,4.8,1.7,4.7,0.4,76.8,0.7,55.8,0.1
Texas,Brewster County,48043,80.8,0.7,22.4,0.8,1.6,1,5.1,0.1,1.8,0.5,2.96,0.28,40,4.9,0.2,0.2,44.8,NA,76.5,4.2,68.7,5.4,75.3,4.6,4088,253,0.4,0.3,7.6,3.5,0,1,1.8,1.2,35.2,4.1,42.2,5.4,20.7,4.3,57.8,5.4,85.7,2.7,63082,5371,14.9,1.8,43.7,1.4,47080,2509,27435,3188,34082,3440,2.4,1.1,2.4,1.2,0,0.5,28915,2230,2.23,0.14,9231,NA,NA,NA,NA,NA,NA,NA,2.7,1.6,4.2,2.1,16,3.3,0.8,1.2,6.8,4.1,0,6.5,9.1,2,90.5,1.9,50.3,0.7
Texas,Briscoe County,48045,83.7,3.7,25.5,3.9,2.5,1.1,3.6,1.9,0,2.9,2.92,0.31,19.8,4.4,0.8,0.8,35.6,6.4,70.9,5.8,65.1,6.6,69.1,6.2,602,55,0,6.8,1.7,1.4,0,6.8,0.7,0.9,21.6,5.8,30.7,5.7,3.8,2.7,69.3,5.7,86.1,4.2,55863,6177,NA,NA,46.4,5.7,40227,4817,24375,5262,31554,3945,0,2.9,1.8,1.4,1.5,1.6,23933,2493,2.42,0.23,1457,135,NA,NA,NA,NA,NA,NA,9.7,4,5.4,4.2,23.1,5.1,0,10.8,7.7,7.8,6.6,9.9,8.9,2.8,86.2,4,58,6.1
Texas,Brooks County,48047,73.5,3.8,14.6,2.3,0.8,0.6,8.1,2.4,0,0.6,3.74,0.41,15.7,4.5,0.7,1.2,93.1,2.9,60.7,7.2,37.8,6.3,71,6.5,2120,231,0,2,8.7,3.8,0,2,0,2,85.5,5.3,38.7,6.8,11.1,4.8,61.3,6.8,68.8,7.4,41308,6020,NA,NA,29.7,4,28333,3831,14471,2636,16967,4729,1,1.4,6.3,3,0,0.6,14523,1827,3.11,0.32,7141,NA,NA,NA,NA,NA,NA,NA,1.8,1.6,12.3,8.3,22.5,4.1,1.8,1.7,8.5,6,1.8,2.8,3.8,1.5,90.3,3.9,6.7,2.9
Texas,Brown County,48049,77.8,0.1,19.5,0.2,2.2,0.4,5.2,0.2,0.7,0.1,3.09,0.09,19.1,1.5,3.8,0.4,22.2,NA,75.8,2,67.6,2.6,75.5,1.7,14409,380,0.7,0.4,2,0.8,0.1,0.1,0.7,0.3,12.9,1.7,27.5,2.3,15.3,1.8,72.5,2.3,87.2,1.4,69577,4605,16.3,1.1,41.5,0.6,48365,3207,25515,1197,33558,2652,0.5,0.3,1.4,0.5,0,0.1,27463,1721,2.5,0.06,37855,NA,NA,NA,NA,NA,NA,NA,2.3,0.7,3.2,1,14.5,1.5,0.4,0.5,6.9,1.8,7.6,4.6,9.8,0.9,91.3,0.7,71.6,0.1
Texas,Burleson County,48051,77.8,0.1,20.4,0.3,2.2,0.7,6,0.6,0,0.1,3.17,0.17,17.3,2,13.3,0.6,20.7,NA,73.1,3.3,64.1,3.5,74.2,3,6810,264,0,0.6,1.5,1.1,0,0.6,2.5,1.3,15.7,1.8,21.8,3.2,28.5,3.2,78.2,3.2,82.5,2.5,75799,5787,NA,NA,43.3,0.7,57731,3482,30170,1575,38706,3549,0.4,0.2,4.1,1.6,0,0.2,30086,2131,2.63,0.1,18058,NA,NA,NA,NA,NA,NA,NA,2.3,1.1,3.9,1.7,15.2,2.7,0.2,0.3,10.8,4.3,4.2,3.4,8.7,1.3,79.9,1.9,64.7,0.1
Texas,Burnet County,48053,78.6,0.1,21.9,0.2,2.3,0.4,5.2,0.1,0.9,0.1,3.21,0.15,25.4,2.3,1.8,0.4,22.2,NA,78.6,2.2,77.4,1.9,79.9,2.3,16743,618,0.2,0.2,2,1.1,0.3,0.4,0.7,0.4,15,1.8,22.8,2.3,15.6,2.1,77.2,2.3,88.3,1.6,81163,5009,NA,NA,44.6,0.3,59492,3391,27425,1167,32780,2513,0.4,0.1,3.9,1.4,0,0.1,30980,1871,2.74,0.1,46530,NA,NA,NA,NA,NA,NA,NA,1.7,0.5,4.3,1.4,15.3,2.1,0.6,0.7,7.7,3.2,10.5,8.3,11,1.1,91.4,1.4,73.6,0.1
Texas,Caldwell County,48055,75.9,0.4,13.7,0.2,1.9,0.5,6.2,0.2,1,0.1,3.37,0.11,14.6,1.6,6.1,0.6,52.2,NA,69.8,3.3,59.1,3.6,78.1,2.3,13460,350,0,0.3,7.3,1.6,0.2,0.2,1,0.5,39.6,2.1,32.6,3.2,26.5,2.9,67.4,3.2,78.2,2.2,73546,5602,32.4,1.8,35.9,0.5,54152,2644,27173,1142,34040,2082,0.6,0.3,10,2.6,0.1,0.1,25086,1758,2.84,0.06,42144,NA,18.9,2.4,10.9,3.3,25.7,4.8,1.4,0.5,2.6,0.7,23.4,2.2,2.1,2.3,16.2,4,14.1,6.6,6.8,0.9,80.8,2.6,39.7,0.1
Texas,Calhoun County,48057,75.3,0.1,17.4,0.5,2.6,0.8,6.7,0.1,5.5,0.3,3.44,0.21,14.2,2,2.8,0.6,48.9,NA,78.8,2.8,69.1,3.5,77.4,3,7582,371,6,1,7.2,1.6,0.2,0.3,0.1,0.1,30.7,3.1,27.2,3.5,12.9,3.3,72.8,3.5,79.3,2.8,72536,5300,NA,NA,37.7,0.5,58776,3156,26914,1448,37095,4207,0.1,0.1,1.6,1,0,0.1,27268,2120,2.82,0.14,21668,NA,NA,NA,NA,NA,NA,NA,4,1.5,5.1,1.7,19.1,2.9,0,1.2,14.1,4.6,8.6,4.5,7.7,1.4,86,1.8,42.3,0.2
Texas,Callahan County,48059,77.6,0.2,20.6,0.5,2.5,0.7,5,0.3,0.5,0.4,3.29,0.19,21,2.5,0.9,0.6,9.6,NA,71.4,3.8,66.1,3.8,69,3.3,5367,196,0.2,0.3,0.6,0.5,0,0.8,1.5,1.1,7,1.8,17.9,2.7,19.5,3,82.1,2.7,88.2,1.9,62737,3856,27.8,3.6,44.2,0.5,48651,4124,26843,1707,31785,2770,0,0.1,1.2,0.8,0,0.3,26051,1605,2.57,0.09,13856,NA,NA,NA,NA,NA,NA,NA,3.1,0.6,3.4,1.6,17.9,2.6,0.6,0.9,14,5.7,13,7.6,10.8,1.3,94.2,0.9,86,0.2
Texas,Cameron County,48061,69.2,0.1,13.2,0.1,1.6,0.2,8.2,0.1,0.7,0.1,3.89,0.05,17.3,0.6,0.6,0.1,89.7,NA,57.5,1.1,54.5,0.9,73.3,0.9,124605,1054,0.5,0.1,16.2,0.7,0.1,0.1,0.4,0.1,75.4,0.8,34.1,0.9,8.9,0.6,65.9,0.9,67.9,0.7,55520,1081,19.9,0.3,31.7,0.1,38758,962,19933,438,26084,463,0.2,0.1,3.4,0.4,0,0.1,17430,328,3.36,0.03,421666,NA,28.9,1.2,22.4,1.5,41.1,1.9,0.8,0.2,5.5,0.5,28.4,0.8,3.4,0.9,15.8,1.5,9.5,1.8,4.4,0.2,94.3,0.4,9,0.1
Texas,Camp County,48063,73.6,0.1,18.5,0.6,1.7,0.6,6.9,0.5,0.4,0.5,3.33,0.2,19.4,3,16.6,1.4,25,NA,65.4,4.8,58.1,4.5,68.4,4.1,4605,201,0.8,0.8,3.1,1.9,0,0.9,0.7,0.8,16,1.9,27.6,3.2,20.3,3.7,72.4,3.2,87.2,2.4,60622,5168,NA,NA,37.6,1.2,48207,5061,25628,2089,34179,4735,0.5,0.3,7.1,2.9,0,0.3,22449,1532,2.78,0.12,12878,NA,NA,NA,NA,NA,NA,NA,2.9,1.3,6.5,2.6,17,2.8,1.3,1.4,10.7,4.9,13.7,8.8,8.5,1.3,72.5,3,55.8,0.3
Texas,Carson County,48065,75.4,0.3,18.3,0.6,2.1,0.8,7,0.9,0.4,0.3,3.13,0.21,28.4,4.2,0.8,0.6,9.9,NA,76.3,4.6,76.9,4.6,80.6,3.7,2288,103,0.2,0.2,0,1.8,0,1.8,1,0.6,7.9,2.7,19,4.1,9.6,3.2,81,4.1,93.3,1.9,89245,7487,23.3,2,40.6,0.8,74872,9692,38411,4035,47224,6539,1.6,1.3,1,0.8,0,0.7,34708,2718,2.6,0.12,6009,NA,NA,NA,NA,NA,NA,NA,2.1,1.5,1.2,1,9.9,2.9,0,3.8,5.4,3.7,4.3,4.3,8.5,1.8,94.1,1.4,85.7,0.7
Texas,Cass County,48067,77.4,0.2,21.9,0.2,2.4,0.5,5.7,0.2,0.6,0.1,3.01,0.12,16.4,1.6,17.3,0.5,4.5,NA,69.3,2.8,55.4,3.6,61.5,2.9,11934,328,0.4,0.2,0.3,0.2,0,0.4,0.6,0.5,2.6,0.9,20.7,2.6,20.7,2.5,79.3,2.6,85.9,1.5,57311,2517,24.3,1.2,43.3,0.5,44848,3153,24905,1365,32984,3015,0.2,0.1,1.8,0.9,0,0.1,23075,1071,2.49,0.07,30059,NA,18.5,2.7,9,2.4,28.2,6,2.4,0.9,6.7,1.8,13.7,2.1,1.4,1.3,7.1,3.3,2.6,2,11.6,1.1,77.9,0.7,76.3,0.1
Texas,Castro County,48069,70.9,0.7,15.2,0.1,2.2,0.9,7.8,0.3,0.6,0.6,3.71,0.27,15.6,3.5,2.1,0.1,64.6,NA,68.6,5.9,53.2,6.4,73.7,4.9,2532,143,1.2,0.7,15.4,4.9,0.7,0.9,0,1.7,56.9,5.8,35.5,5.5,9,3.1,64.5,5.5,74.1,4.2,62964,8152,16.9,2.3,34.8,0.8,50142,6525,28772,3445,35119,4009,0.2,0.1,2.7,2.2,0,0.1,21884,2613,3,0.17,7673,NA,NA,NA,NA,NA,NA,NA,3.5,2.4,2.7,1.3,23.5,3.8,1.6,1.7,14.4,6.3,16.3,9.5,5.5,1.7,90.9,3.2,32,0.6
